Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Parameter Value[instrument]	Parameter Value[pulse_sequence]	Parameter Value[acquisition_mode]	Performer	Raw Data File
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-22
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-20
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-11
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_18-3
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-13
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-30
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_18-26
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-28
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_19-5
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-22
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_19-34
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_19-24
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-9
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_19-17
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_19-15
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-28
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-13
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-30
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-11
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-7
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_19-26
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_19-3
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_19-20
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_19-32
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-9
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-13
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-11
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_20-17
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_20-15
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_20-24
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-7
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-28
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-22
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_20-34
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-20
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_20-5
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_20-30
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_20-3
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_20-32
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_20-26
