Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Data File	Raw Data File
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-21	Ellipsis	raw spectral data file_7-23	raw spectral data file_7-23
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-33	Ellipsis	raw spectral data file_7-35	raw spectral data file_7-35
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-10	Ellipsis	raw spectral data file_7-12	raw spectral data file_7-12
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-50	Ellipsis	raw spectral data file_7-52	raw spectral data file_7-52
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-13	Ellipsis	raw spectral data file_7-15	raw spectral data file_7-15
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-18	Ellipsis	raw spectral data file_7-20	raw spectral data file_7-20
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-39	Ellipsis	raw spectral data file_7-41	raw spectral data file_7-41
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-56	Ellipsis	raw spectral data file_7-58	raw spectral data file_7-58
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-42	Ellipsis	raw spectral data file_7-44	raw spectral data file_7-44
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-36	Ellipsis	raw spectral data file_8-38	raw spectral data file_8-38
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-18	Ellipsis	raw spectral data file_8-20	raw spectral data file_8-20
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-13	Ellipsis	raw spectral data file_8-15	raw spectral data file_8-15
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-21	Ellipsis	raw spectral data file_8-23	raw spectral data file_8-23
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-50	Ellipsis	raw spectral data file_8-52	raw spectral data file_8-52
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-10	Ellipsis	raw spectral data file_8-12	raw spectral data file_8-12
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-39	Ellipsis	raw spectral data file_8-41	raw spectral data file_8-41
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-27	Ellipsis	raw spectral data file_8-29	raw spectral data file_8-29
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-47	Ellipsis	raw spectral data file_8-49	raw spectral data file_8-49
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-42	Ellipsis	raw spectral data file_8-44	raw spectral data file_8-44
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-7	Ellipsis	raw spectral data file_8-9	raw spectral data file_8-9
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-53	Ellipsis	raw spectral data file_8-55	raw spectral data file_8-55
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-56	Ellipsis	raw spectral data file_8-58	raw spectral data file_8-58
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-24	Ellipsis	raw spectral data file_8-26	raw spectral data file_8-26
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-4	Ellipsis	raw spectral data file_8-6	raw spectral data file_8-6
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-33	Ellipsis	raw spectral data file_8-35	raw spectral data file_8-35
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-53	Ellipsis	raw spectral data file_24-55	raw spectral data file_24-55
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-7	Ellipsis	raw spectral data file_24-9	raw spectral data file_24-9
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-42	Ellipsis	raw spectral data file_24-44	raw spectral data file_24-44
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-36	Ellipsis	raw spectral data file_24-38	raw spectral data file_24-38
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-24	Ellipsis	raw spectral data file_24-26	raw spectral data file_24-26
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-33	Ellipsis	raw spectral data file_24-35	raw spectral data file_24-35
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-27	Ellipsis	raw spectral data file_24-29	raw spectral data file_24-29
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-47	Ellipsis	raw spectral data file_24-49	raw spectral data file_24-49
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-21	Ellipsis	raw spectral data file_24-23	raw spectral data file_24-23
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-50	Ellipsis	raw spectral data file_24-52	raw spectral data file_24-52
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-18	Ellipsis	raw spectral data file_24-20	raw spectral data file_24-20
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-56	Ellipsis	raw spectral data file_24-58	raw spectral data file_24-58
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-30	lipids	labelling	Ellipsis	labelled extract_24-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-39	Ellipsis	raw spectral data file_24-41	raw spectral data file_24-41
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_24-4	Ellipsis	raw spectral data file_24-6	raw spectral data file_24-6
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-13	Ellipsis	raw spectral data file_24-15	raw spectral data file_24-15
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_24-1	polar fraction	labelling	Ellipsis	labelled extract_24-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_24-10	Ellipsis	raw spectral data file_24-12	raw spectral data file_24-12
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-36	Ellipsis	raw spectral data file_25-38	raw spectral data file_25-38
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-33	Ellipsis	raw spectral data file_25-35	raw spectral data file_25-35
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-27	Ellipsis	raw spectral data file_25-29	raw spectral data file_25-29
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-50	Ellipsis	raw spectral data file_25-52	raw spectral data file_25-52
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-47	Ellipsis	raw spectral data file_25-49	raw spectral data file_25-49
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-24	Ellipsis	raw spectral data file_25-26	raw spectral data file_25-26
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-4	Ellipsis	raw spectral data file_25-6	raw spectral data file_25-6
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-13	Ellipsis	raw spectral data file_25-15	raw spectral data file_25-15
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-53	Ellipsis	raw spectral data file_25-55	raw spectral data file_25-55
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-10	Ellipsis	raw spectral data file_25-12	raw spectral data file_25-12
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-18	Ellipsis	raw spectral data file_25-20	raw spectral data file_25-20
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-21	Ellipsis	raw spectral data file_25-23	raw spectral data file_25-23
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-1	polar fraction	labelling	Ellipsis	labelled extract_25-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_25-7	Ellipsis	raw spectral data file_25-9	raw spectral data file_25-9
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-42	Ellipsis	raw spectral data file_25-44	raw spectral data file_25-44
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-56	Ellipsis	raw spectral data file_25-58	raw spectral data file_25-58
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_25-30	lipids	labelling	Ellipsis	labelled extract_25-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_25-39	Ellipsis	raw spectral data file_25-41	raw spectral data file_25-41
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-42	Ellipsis	raw spectral data file_26-44	raw spectral data file_26-44
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-53	Ellipsis	raw spectral data file_26-55	raw spectral data file_26-55
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-13	Ellipsis	raw spectral data file_26-15	raw spectral data file_26-15
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-7	Ellipsis	raw spectral data file_26-9	raw spectral data file_26-9
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-33	Ellipsis	raw spectral data file_26-35	raw spectral data file_26-35
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-4	Ellipsis	raw spectral data file_26-6	raw spectral data file_26-6
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-56	Ellipsis	raw spectral data file_26-58	raw spectral data file_26-58
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-24	Ellipsis	raw spectral data file_26-26	raw spectral data file_26-26
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-36	Ellipsis	raw spectral data file_26-38	raw spectral data file_26-38
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-21	Ellipsis	raw spectral data file_26-23	raw spectral data file_26-23
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-18	Ellipsis	raw spectral data file_26-20	raw spectral data file_26-20
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-27	Ellipsis	raw spectral data file_26-29	raw spectral data file_26-29
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-39	Ellipsis	raw spectral data file_26-41	raw spectral data file_26-41
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-50	Ellipsis	raw spectral data file_26-52	raw spectral data file_26-52
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-1	polar fraction	labelling	Ellipsis	labelled extract_26-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_26-10	Ellipsis	raw spectral data file_26-12	raw spectral data file_26-12
GRP-treatment.SBJ-007.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_26-30	lipids	labelling	Ellipsis	labelled extract_26-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_26-47	Ellipsis	raw spectral data file_26-49	raw spectral data file_26-49
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-42	Ellipsis	raw spectral data file_18-44	raw spectral data file_18-44
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-24	Ellipsis	raw spectral data file_18-26	raw spectral data file_18-26
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-56	Ellipsis	raw spectral data file_18-58	raw spectral data file_18-58
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-47	Ellipsis	raw spectral data file_18-49	raw spectral data file_18-49
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-50	Ellipsis	raw spectral data file_18-52	raw spectral data file_18-52
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-53	Ellipsis	raw spectral data file_18-55	raw spectral data file_18-55
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-39	Ellipsis	raw spectral data file_18-41	raw spectral data file_18-41
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-33	Ellipsis	raw spectral data file_18-35	raw spectral data file_18-35
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-18	Ellipsis	raw spectral data file_18-20	raw spectral data file_18-20
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-4	Ellipsis	raw spectral data file_18-6	raw spectral data file_18-6
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-27	Ellipsis	raw spectral data file_18-29	raw spectral data file_18-29
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-7	Ellipsis	raw spectral data file_18-9	raw spectral data file_18-9
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-13	Ellipsis	raw spectral data file_18-15	raw spectral data file_18-15
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-30	lipids	labelling	Ellipsis	labelled extract_18-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-36	Ellipsis	raw spectral data file_18-38	raw spectral data file_18-38
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_18-21	Ellipsis	raw spectral data file_18-23	raw spectral data file_18-23
