Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Label	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Spectral Data File
GRP3_SBJ3_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S63-Extract-R1	polar fraction	labeling	Unknown	AT0-S63-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S63-mass-spectrometry-Acquisition-R2	Unknown	AT0-S63-raw-spectral-data-file-R2
GRP3_SBJ3_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S63-Extract-R1	polar fraction	labeling	Unknown	AT0-S63-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S63-mass-spectrometry-Acquisition-R4	Unknown	AT0-S63-raw-spectral-data-file-R4
GRP3_SBJ3_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S63-Extract-R1	polar fraction	labeling	Unknown	AT0-S63-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S63-mass-spectrometry-Acquisition-R3	Unknown	AT0-S63-raw-spectral-data-file-R3
GRP3_SBJ3_A3E5_SMP-blood-1	extraction	Unknown	AT0-S70-Extract-R1	polar fraction	labeling	Unknown	AT0-S70-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S70-mass-spectrometry-Acquisition-R3	Unknown	AT0-S70-raw-spectral-data-file-R3
GRP3_SBJ3_A3E5_SMP-blood-1	extraction	Unknown	AT0-S70-Extract-R1	polar fraction	labeling	Unknown	AT0-S70-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S70-mass-spectrometry-Acquisition-R4	Unknown	AT0-S70-raw-spectral-data-file-R4
GRP3_SBJ3_A3E5_SMP-blood-1	extraction	Unknown	AT0-S70-Extract-R1	polar fraction	labeling	Unknown	AT0-S70-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S70-mass-spectrometry-Acquisition-R1	Unknown	AT0-S70-raw-spectral-data-file-R1
GRP3_SBJ3_A3E5_SMP-blood-1	extraction	Unknown	AT0-S70-Extract-R1	polar fraction	labeling	Unknown	AT0-S70-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S70-mass-spectrometry-Acquisition-R2	Unknown	AT0-S70-raw-spectral-data-file-R2
GRP3_SBJ3_A3E5_SMP-blood-2	extraction	Unknown	AT0-S71-Extract-R1	polar fraction	labeling	Unknown	AT0-S71-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S71-mass-spectrometry-Acquisition-R1	Unknown	AT0-S71-raw-spectral-data-file-R1
GRP3_SBJ3_A3E5_SMP-blood-2	extraction	Unknown	AT0-S71-Extract-R1	polar fraction	labeling	Unknown	AT0-S71-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S71-mass-spectrometry-Acquisition-R3	Unknown	AT0-S71-raw-spectral-data-file-R3
GRP3_SBJ3_A3E5_SMP-blood-2	extraction	Unknown	AT0-S71-Extract-R1	polar fraction	labeling	Unknown	AT0-S71-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S71-mass-spectrometry-Acquisition-R4	Unknown	AT0-S71-raw-spectral-data-file-R4
GRP3_SBJ3_A3E5_SMP-blood-2	extraction	Unknown	AT0-S71-Extract-R1	polar fraction	labeling	Unknown	AT0-S71-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S71-mass-spectrometry-Acquisition-R2	Unknown	AT0-S71-raw-spectral-data-file-R2
GRP3_SBJ3_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S78-Extract-R1	polar fraction	labeling	Unknown	AT0-S78-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S78-mass-spectrometry-Acquisition-R3	Unknown	AT0-S78-raw-spectral-data-file-R3
GRP3_SBJ3_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S78-Extract-R1	polar fraction	labeling	Unknown	AT0-S78-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S78-mass-spectrometry-Acquisition-R1	Unknown	AT0-S78-raw-spectral-data-file-R1
GRP3_SBJ3_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S78-Extract-R1	polar fraction	labeling	Unknown	AT0-S78-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S78-mass-spectrometry-Acquisition-R2	Unknown	AT0-S78-raw-spectral-data-file-R2
GRP3_SBJ3_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S78-Extract-R1	polar fraction	labeling	Unknown	AT0-S78-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S78-mass-spectrometry-Acquisition-R4	Unknown	AT0-S78-raw-spectral-data-file-R4
GRP3_SBJ4_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S52-Extract-R1	polar fraction	labeling	Unknown	AT0-S52-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S52-mass-spectrometry-Acquisition-R4	Unknown	AT0-S52-raw-spectral-data-file-R4
GRP3_SBJ4_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S52-Extract-R1	polar fraction	labeling	Unknown	AT0-S52-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S52-mass-spectrometry-Acquisition-R2	Unknown	AT0-S52-raw-spectral-data-file-R2
GRP3_SBJ4_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S52-Extract-R1	polar fraction	labeling	Unknown	AT0-S52-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S52-mass-spectrometry-Acquisition-R3	Unknown	AT0-S52-raw-spectral-data-file-R3
GRP3_SBJ4_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S52-Extract-R1	polar fraction	labeling	Unknown	AT0-S52-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S52-mass-spectrometry-Acquisition-R1	Unknown	AT0-S52-raw-spectral-data-file-R1
GRP3_SBJ4_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S57-Extract-R1	polar fraction	labeling	Unknown	AT0-S57-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S57-mass-spectrometry-Acquisition-R2	Unknown	AT0-S57-raw-spectral-data-file-R2
GRP3_SBJ4_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S57-Extract-R1	polar fraction	labeling	Unknown	AT0-S57-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S57-mass-spectrometry-Acquisition-R1	Unknown	AT0-S57-raw-spectral-data-file-R1
GRP3_SBJ4_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S57-Extract-R1	polar fraction	labeling	Unknown	AT0-S57-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S57-mass-spectrometry-Acquisition-R4	Unknown	AT0-S57-raw-spectral-data-file-R4
GRP3_SBJ4_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S57-Extract-R1	polar fraction	labeling	Unknown	AT0-S57-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S57-mass-spectrometry-Acquisition-R3	Unknown	AT0-S57-raw-spectral-data-file-R3
GRP3_SBJ4_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S62-Extract-R1	polar fraction	labeling	Unknown	AT0-S62-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S62-mass-spectrometry-Acquisition-R4	Unknown	AT0-S62-raw-spectral-data-file-R4
GRP3_SBJ4_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S62-Extract-R1	polar fraction	labeling	Unknown	AT0-S62-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S62-mass-spectrometry-Acquisition-R3	Unknown	AT0-S62-raw-spectral-data-file-R3
GRP3_SBJ4_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S62-Extract-R1	polar fraction	labeling	Unknown	AT0-S62-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S62-mass-spectrometry-Acquisition-R2	Unknown	AT0-S62-raw-spectral-data-file-R2
GRP3_SBJ4_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S62-Extract-R1	polar fraction	labeling	Unknown	AT0-S62-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S62-mass-spectrometry-Acquisition-R1	Unknown	AT0-S62-raw-spectral-data-file-R1
GRP3_SBJ4_A3E5_SMP-blood-1	extraction	Unknown	AT0-S68-Extract-R1	polar fraction	labeling	Unknown	AT0-S68-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S68-mass-spectrometry-Acquisition-R1	Unknown	AT0-S68-raw-spectral-data-file-R1
GRP3_SBJ4_A3E5_SMP-blood-1	extraction	Unknown	AT0-S68-Extract-R1	polar fraction	labeling	Unknown	AT0-S68-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S68-mass-spectrometry-Acquisition-R2	Unknown	AT0-S68-raw-spectral-data-file-R2
GRP3_SBJ4_A3E5_SMP-blood-1	extraction	Unknown	AT0-S68-Extract-R1	polar fraction	labeling	Unknown	AT0-S68-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S68-mass-spectrometry-Acquisition-R4	Unknown	AT0-S68-raw-spectral-data-file-R4
GRP3_SBJ4_A3E5_SMP-blood-1	extraction	Unknown	AT0-S68-Extract-R1	polar fraction	labeling	Unknown	AT0-S68-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S68-mass-spectrometry-Acquisition-R3	Unknown	AT0-S68-raw-spectral-data-file-R3
GRP3_SBJ4_A3E5_SMP-blood-2	extraction	Unknown	AT0-S69-Extract-R1	polar fraction	labeling	Unknown	AT0-S69-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S69-mass-spectrometry-Acquisition-R2	Unknown	AT0-S69-raw-spectral-data-file-R2
GRP3_SBJ4_A3E5_SMP-blood-2	extraction	Unknown	AT0-S69-Extract-R1	polar fraction	labeling	Unknown	AT0-S69-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S69-mass-spectrometry-Acquisition-R3	Unknown	AT0-S69-raw-spectral-data-file-R3
GRP3_SBJ4_A3E5_SMP-blood-2	extraction	Unknown	AT0-S69-Extract-R1	polar fraction	labeling	Unknown	AT0-S69-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S69-mass-spectrometry-Acquisition-R1	Unknown	AT0-S69-raw-spectral-data-file-R1
GRP3_SBJ4_A3E5_SMP-blood-2	extraction	Unknown	AT0-S69-Extract-R1	polar fraction	labeling	Unknown	AT0-S69-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S69-mass-spectrometry-Acquisition-R4	Unknown	AT0-S69-raw-spectral-data-file-R4
GRP3_SBJ4_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S77-Extract-R1	polar fraction	labeling	Unknown	AT0-S77-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S77-mass-spectrometry-Acquisition-R3	Unknown	AT0-S77-raw-spectral-data-file-R3
GRP3_SBJ4_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S77-Extract-R1	polar fraction	labeling	Unknown	AT0-S77-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S77-mass-spectrometry-Acquisition-R1	Unknown	AT0-S77-raw-spectral-data-file-R1
GRP3_SBJ4_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S77-Extract-R1	polar fraction	labeling	Unknown	AT0-S77-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S77-mass-spectrometry-Acquisition-R4	Unknown	AT0-S77-raw-spectral-data-file-R4
GRP3_SBJ4_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S77-Extract-R1	polar fraction	labeling	Unknown	AT0-S77-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S77-mass-spectrometry-Acquisition-R2	Unknown	AT0-S77-raw-spectral-data-file-R2
GRP3_SBJ5_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S55-Extract-R1	polar fraction	labeling	Unknown	AT0-S55-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S55-mass-spectrometry-Acquisition-R2	Unknown	AT0-S55-raw-spectral-data-file-R2
GRP3_SBJ5_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S55-Extract-R1	polar fraction	labeling	Unknown	AT0-S55-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S55-mass-spectrometry-Acquisition-R3	Unknown	AT0-S55-raw-spectral-data-file-R3
GRP3_SBJ5_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S55-Extract-R1	polar fraction	labeling	Unknown	AT0-S55-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S55-mass-spectrometry-Acquisition-R1	Unknown	AT0-S55-raw-spectral-data-file-R1
GRP3_SBJ5_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S55-Extract-R1	polar fraction	labeling	Unknown	AT0-S55-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S55-mass-spectrometry-Acquisition-R4	Unknown	AT0-S55-raw-spectral-data-file-R4
GRP3_SBJ5_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S60-Extract-R1	polar fraction	labeling	Unknown	AT0-S60-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S60-mass-spectrometry-Acquisition-R1	Unknown	AT0-S60-raw-spectral-data-file-R1
GRP3_SBJ5_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S60-Extract-R1	polar fraction	labeling	Unknown	AT0-S60-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S60-mass-spectrometry-Acquisition-R3	Unknown	AT0-S60-raw-spectral-data-file-R3
GRP3_SBJ5_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S60-Extract-R1	polar fraction	labeling	Unknown	AT0-S60-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S60-mass-spectrometry-Acquisition-R2	Unknown	AT0-S60-raw-spectral-data-file-R2
GRP3_SBJ5_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S60-Extract-R1	polar fraction	labeling	Unknown	AT0-S60-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S60-mass-spectrometry-Acquisition-R4	Unknown	AT0-S60-raw-spectral-data-file-R4
GRP3_SBJ5_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S65-Extract-R1	polar fraction	labeling	Unknown	AT0-S65-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S65-mass-spectrometry-Acquisition-R3	Unknown	AT0-S65-raw-spectral-data-file-R3
GRP3_SBJ5_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S65-Extract-R1	polar fraction	labeling	Unknown	AT0-S65-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S65-mass-spectrometry-Acquisition-R2	Unknown	AT0-S65-raw-spectral-data-file-R2
GRP3_SBJ5_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S65-Extract-R1	polar fraction	labeling	Unknown	AT0-S65-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S65-mass-spectrometry-Acquisition-R1	Unknown	AT0-S65-raw-spectral-data-file-R1
GRP3_SBJ5_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S65-Extract-R1	polar fraction	labeling	Unknown	AT0-S65-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S65-mass-spectrometry-Acquisition-R4	Unknown	AT0-S65-raw-spectral-data-file-R4
GRP3_SBJ5_A3E5_SMP-blood-1	extraction	Unknown	AT0-S74-Extract-R1	polar fraction	labeling	Unknown	AT0-S74-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S74-mass-spectrometry-Acquisition-R4	Unknown	AT0-S74-raw-spectral-data-file-R4
GRP3_SBJ5_A3E5_SMP-blood-1	extraction	Unknown	AT0-S74-Extract-R1	polar fraction	labeling	Unknown	AT0-S74-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S74-mass-spectrometry-Acquisition-R1	Unknown	AT0-S74-raw-spectral-data-file-R1
GRP3_SBJ5_A3E5_SMP-blood-1	extraction	Unknown	AT0-S74-Extract-R1	polar fraction	labeling	Unknown	AT0-S74-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S74-mass-spectrometry-Acquisition-R2	Unknown	AT0-S74-raw-spectral-data-file-R2
GRP3_SBJ5_A3E5_SMP-blood-1	extraction	Unknown	AT0-S74-Extract-R1	polar fraction	labeling	Unknown	AT0-S74-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S74-mass-spectrometry-Acquisition-R3	Unknown	AT0-S74-raw-spectral-data-file-R3
GRP3_SBJ5_A3E5_SMP-blood-2	extraction	Unknown	AT0-S75-Extract-R1	polar fraction	labeling	Unknown	AT0-S75-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S75-mass-spectrometry-Acquisition-R2	Unknown	AT0-S75-raw-spectral-data-file-R2
GRP3_SBJ5_A3E5_SMP-blood-2	extraction	Unknown	AT0-S75-Extract-R1	polar fraction	labeling	Unknown	AT0-S75-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S75-mass-spectrometry-Acquisition-R1	Unknown	AT0-S75-raw-spectral-data-file-R1
GRP3_SBJ5_A3E5_SMP-blood-2	extraction	Unknown	AT0-S75-Extract-R1	polar fraction	labeling	Unknown	AT0-S75-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S75-mass-spectrometry-Acquisition-R4	Unknown	AT0-S75-raw-spectral-data-file-R4
GRP3_SBJ5_A3E5_SMP-blood-2	extraction	Unknown	AT0-S75-Extract-R1	polar fraction	labeling	Unknown	AT0-S75-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S75-mass-spectrometry-Acquisition-R3	Unknown	AT0-S75-raw-spectral-data-file-R3
GRP3_SBJ5_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S80-Extract-R1	polar fraction	labeling	Unknown	AT0-S80-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S80-mass-spectrometry-Acquisition-R3	Unknown	AT0-S80-raw-spectral-data-file-R3
GRP3_SBJ5_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S80-Extract-R1	polar fraction	labeling	Unknown	AT0-S80-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S80-mass-spectrometry-Acquisition-R1	Unknown	AT0-S80-raw-spectral-data-file-R1
GRP3_SBJ5_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S80-Extract-R1	polar fraction	labeling	Unknown	AT0-S80-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S80-mass-spectrometry-Acquisition-R2	Unknown	AT0-S80-raw-spectral-data-file-R2
GRP3_SBJ5_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S80-Extract-R1	polar fraction	labeling	Unknown	AT0-S80-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S80-mass-spectrometry-Acquisition-R4	Unknown	AT0-S80-raw-spectral-data-file-R4
GRP4_SBJ1_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S81-Extract-R1	polar fraction	labeling	Unknown	AT0-S81-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S81-mass-spectrometry-Acquisition-R1	Unknown	AT0-S81-raw-spectral-data-file-R1
GRP4_SBJ1_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S81-Extract-R1	polar fraction	labeling	Unknown	AT0-S81-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S81-mass-spectrometry-Acquisition-R3	Unknown	AT0-S81-raw-spectral-data-file-R3
GRP4_SBJ1_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S81-Extract-R1	polar fraction	labeling	Unknown	AT0-S81-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S81-mass-spectrometry-Acquisition-R2	Unknown	AT0-S81-raw-spectral-data-file-R2
GRP4_SBJ1_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S81-Extract-R1	polar fraction	labeling	Unknown	AT0-S81-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S81-mass-spectrometry-Acquisition-R4	Unknown	AT0-S81-raw-spectral-data-file-R4
GRP4_SBJ1_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S86-Extract-R1	polar fraction	labeling	Unknown	AT0-S86-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S86-mass-spectrometry-Acquisition-R4	Unknown	AT0-S86-raw-spectral-data-file-R4
GRP4_SBJ1_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S86-Extract-R1	polar fraction	labeling	Unknown	AT0-S86-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S86-mass-spectrometry-Acquisition-R2	Unknown	AT0-S86-raw-spectral-data-file-R2
GRP4_SBJ1_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S86-Extract-R1	polar fraction	labeling	Unknown	AT0-S86-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S86-mass-spectrometry-Acquisition-R3	Unknown	AT0-S86-raw-spectral-data-file-R3
GRP4_SBJ1_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S86-Extract-R1	polar fraction	labeling	Unknown	AT0-S86-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S86-mass-spectrometry-Acquisition-R1	Unknown	AT0-S86-raw-spectral-data-file-R1
GRP4_SBJ1_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S91-Extract-R1	polar fraction	labeling	Unknown	AT0-S91-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S91-mass-spectrometry-Acquisition-R1	Unknown	AT0-S91-raw-spectral-data-file-R1
GRP4_SBJ1_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S91-Extract-R1	polar fraction	labeling	Unknown	AT0-S91-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S91-mass-spectrometry-Acquisition-R2	Unknown	AT0-S91-raw-spectral-data-file-R2
GRP4_SBJ1_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S91-Extract-R1	polar fraction	labeling	Unknown	AT0-S91-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S91-mass-spectrometry-Acquisition-R3	Unknown	AT0-S91-raw-spectral-data-file-R3
GRP4_SBJ1_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S91-Extract-R1	polar fraction	labeling	Unknown	AT0-S91-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S91-mass-spectrometry-Acquisition-R4	Unknown	AT0-S91-raw-spectral-data-file-R4
GRP4_SBJ1_A2E5_SMP-blood-1	extraction	Unknown	AT0-S96-Extract-R1	polar fraction	labeling	Unknown	AT0-S96-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S96-mass-spectrometry-Acquisition-R4	Unknown	AT0-S96-raw-spectral-data-file-R4
GRP4_SBJ1_A2E5_SMP-blood-1	extraction	Unknown	AT0-S96-Extract-R1	polar fraction	labeling	Unknown	AT0-S96-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S96-mass-spectrometry-Acquisition-R3	Unknown	AT0-S96-raw-spectral-data-file-R3
GRP4_SBJ1_A2E5_SMP-blood-1	extraction	Unknown	AT0-S96-Extract-R1	polar fraction	labeling	Unknown	AT0-S96-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S96-mass-spectrometry-Acquisition-R2	Unknown	AT0-S96-raw-spectral-data-file-R2
GRP4_SBJ1_A2E5_SMP-blood-1	extraction	Unknown	AT0-S96-Extract-R1	polar fraction	labeling	Unknown	AT0-S96-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S96-mass-spectrometry-Acquisition-R1	Unknown	AT0-S96-raw-spectral-data-file-R1
GRP4_SBJ1_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S101-Extract-R1	polar fraction	labeling	Unknown	AT0-S101-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S101-mass-spectrometry-Acquisition-R1	Unknown	AT0-S101-raw-spectral-data-file-R1
GRP4_SBJ1_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S101-Extract-R1	polar fraction	labeling	Unknown	AT0-S101-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S101-mass-spectrometry-Acquisition-R2	Unknown	AT0-S101-raw-spectral-data-file-R2
GRP4_SBJ1_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S101-Extract-R1	polar fraction	labeling	Unknown	AT0-S101-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S101-mass-spectrometry-Acquisition-R4	Unknown	AT0-S101-raw-spectral-data-file-R4
GRP4_SBJ1_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S101-Extract-R1	polar fraction	labeling	Unknown	AT0-S101-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S101-mass-spectrometry-Acquisition-R3	Unknown	AT0-S101-raw-spectral-data-file-R3
GRP4_SBJ2_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S83-Extract-R1	polar fraction	labeling	Unknown	AT0-S83-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S83-mass-spectrometry-Acquisition-R1	Unknown	AT0-S83-raw-spectral-data-file-R1
GRP4_SBJ2_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S83-Extract-R1	polar fraction	labeling	Unknown	AT0-S83-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S83-mass-spectrometry-Acquisition-R3	Unknown	AT0-S83-raw-spectral-data-file-R3
GRP4_SBJ2_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S83-Extract-R1	polar fraction	labeling	Unknown	AT0-S83-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S83-mass-spectrometry-Acquisition-R2	Unknown	AT0-S83-raw-spectral-data-file-R2
